id,following
210569926,8653
709656306,8653
496010887,12020
544857586,12020
576431861,12020
707338535,12020
734089526,12020
412768991,13249
501230253,13249
522845974,13249
357662864,23858
600933485,23858
728061234,23858
530378660,33294
594162935,33294
782903717,33294
799036580,33294
85495277,51844
217471994,52341
514975272,52341
577818279,52341
413664399,52643
583953415,52643
413210287,70664
519116519,70664
524360157,70664
716636552,70664
223022383,71576
366377257,71576
493634203,71576
509081793,71576
543431267,71576
86685496,71658
513228129,71658
794445296,71658
355982560,72707
499177665,72707
489037186,82794
549168690,82794
769224262,82794
283261318,84377
715686281,84377
795904990,84377
86685378,87885
510233176,87885
515863962,87885
586746631,87885
601492448,87885
604701770,87885
504874383,88361
506086948,88361
584676797,88361
589653061,88361
592555848,88361
596181076,88361
601365467,88361
366609298,89668
413562402,89668
577388858,90763
713541172,90763
723042864,90763
85612532,108330
762180280,108330
595702361,108892
713112120,108892
767168796,108892
493415622,120701
506200085,120701
583767300,120701
706694772,120701
731550031,120701
413268785,125606
414753637,125606
498097173,125606
517357641,125606
285480912,140666
584522981,140666
777513156,140666
366306885,142609
534666758,142609
593897917,142609
97123709,159109
224168370,161012
522471106,161012
783664292,161012
326645465,171912
601118481,171912
716828409,171912
779627931,171912
796026153,171912
80890901,178919
228234437,178919
522564204,178919
791732412,178919
578681456,180075
773888929,180075
506122840,181838
505195971,188426
596063135,188426
596327517,188426
858195799,188426
532915091,194477
592381127,194477
798800616,194477
488931849,195269
105852303,204645
502953456,204645
530018377,204645
716105132,204645
526648006,210952
587154812,210952
595006021,210952
795904990,210952
89688915,226303
413729271,226303
595701776,226303
721741464,226303
359815802,227436
722169776,227436
357958206,243420
725197394,243420
506894184,244214
603962352,244214
765024248,244214
220161769,245578
366840460,245578
563556826,245578
586016409,245578
856966152,245578
159109,257870
285220980,257870
510684052,257870
564937843,257870
586479700,257870
497390216,258284
105538959,260846
357673554,260846
512644327,260846
547083924,260846
547485884,260846
586146374,260846
712813333,260846
209781968,275080
509496160,275080
511632085,275080
91675208,277093
734506573,277093
779066605,277093
83898536,277982
587667441,277982
590619900,277982
219955986,286565
504337163,286565
514077309,286565
603433064,286565
710752162,286565
710778062,286565
772881728,286565
503507474,289476
526202292,289476
594201077,289476
604718347,289476
498388496,290307
723873382,290307
285173994,292851
413875748,292851
509448169,292851
781881916,300784
209360048,305033
210880778,305033
524771329,305033
581005734,305033
594682172,305033
737603824,305033
769173259,305033
527659051,305054
529461870,305054
529816657,305054
359562678,305149
359896275,305149
413278530,305149
517056070,305149
706803671,305149
781874574,305149
522674568,305414
209724752,305753
535208764,305753
716373464,305753
210222697,305787
413860099,307014
581435659,307014
722999174,307014
502569645,307040
710557224,307040
722067720,307040
489680227,307266
499120655,307266
506635602,307266
528900145,307266
599108064,307266
718908422,307266
731026462,307266
96605287,307815
504044823,307815
507687119,307815
593781961,307815
746210356,307815
778544411,307815
495520069,308383
722541039,308383
767062128,308383
835337957,308383
860950678,308383
522754885,308663
708227248,308663
712463069,308663
96849311,311767
499829488,311767
516176318,311767
587478250,311767
600050790,311767
544738132,335610
581572463,335610
723026177,335610
212391829,336806
503750481,336806
504191871,336806
510680398,336806
531131106,336806
586462961,336806
583499791,337307
596369250,337307
790858731,337307
365868051,350639
524687157,350639
709748677,350639
725294636,350639
355929148,352727
464496810,352727
592959548,352727
582322410,363004
602056609,363004
1834731,383486
799016884,383486
88281253,385252
90148520,385252
326513957,385252
583104426,385252
595479816,385252
365706745,398640
499627070,398640
719186806,398640
821721044,398640
1823028,399128
106084422,399128
503704364,399128
536620676,399128
587200769,399128
414829914,399551
502642385,399551
602260056,399551
412205496,411626
505210662,411626
517890014,411626
715463862,411626
226409455,413484
707997265,413484
737867552,423359
95871104,427144
507503017,427144
718414808,427144
285375901,429331
601002632,429331
716083288,429331
725617600,429331
95702580,441442
209396969,441442
593697268,441462
594529364,441462
597981028,441462
366139669,443910
505787587,443910
525862252,443910
413193846,456289
550151121,456289
591820713,456289
500556895,456477
588022800,456477
354766841,456586
506833815,456586
533003357,456586
595211483,456586
718552341,458215
284986741,458722
358538968,469560
414317380,469560
531564140,469560
285500140,469668
784723825,469668
85650536,470687
781286788,470687
226538592,470689
359970337,470689
724474033,470689
208223385,470827
507363846,470827
588700653,470827
588977771,470827
225511741,472677
534281885,472677
732727569,472677
546370548,477104
566128793,477104
584672372,477104
592857349,477104
743793127,477104
88545950,483438
303424191,483438
358430902,483438
493438198,483438
797183245,483438
217221719,484339
368252433,484339
415505637,486709
499363197,486709
773993487,486709
89474597,499355
492419882,499355
595296870,499355
831842406,499355
531163859,500831
582828407,500831
582210489,512306
598510431,512306
767874230,512306
769979840,512306
92194839,524963
507971230,524963
595530958,524963
728232489,524963
522458947,525342
747866226,525342
767007713,525342
509014502,526096
578770971,526096
713989656,528169
227436,528914
517406867,528914
545750436,528914
798801657,528914
367973456,535874
526218413,535874
583518023,535874
713482453,535874
225368025,538835
577409999,538835
722666354,538835
597400,540621
517816293,540621
532329117,540621
707799269,540621
96248157,541313
326120553,541313
511003849,541313
535393700,541313
586460175,541313
766684803,542115
285011330,542692
285932588,542692
600821841,542692
539142609,553075
596051850,553075
529236791,555962
578799020,555962
367565313,576265
526138039,576265
548314285,576265
716672470,576265
723143970,576265
489838293,579900
716254710,579900
497913688,595313
536166321,595313
580413688,595313
717654879,595416
226100761,597049
327795570,597049
507232732,597049
511930692,597049
578993680,597049
601326723,597049
366929450,597400
508586223,597400
725768613,597400
521651636,597556
542727269,597556
546904501,597556
734054801,597556
359783271,600739
589668525,600739
592171295,600739
794692083,600739
798868649,600739
718204098,607855
488141020,621470
531333292,621470
715261485,621470
531677129,625061
768841474,625061
105279850,649154
208902721,649154
325519412,649154
355700335,649154
517454349,649154
598492107,649154
285750419,651070
522820651,651070
760003425,651070
325369061,652120
531462676,652120
532341930,652120
550009193,652120
285011330,664955
489038265,664955
513283545,664955
522346519,664955
90207783,676226
368569787,676226
522002294,676226
532964849,676226
592857257,676226
791557911,676226
795877502,676226
91609120,677244
360169919,677244
518666618,677244
97796272,693347
524981271,693347
544839291,693347
88228983,717631
287530214,717631
357162303,717631
359597428,717631
522713131,717631
525310225,717631
588434295,717631
589537798,717631
858814,719464
975222,719464
291912714,719464
546973493,719464
579055933,719464
758875434,719464
760865850,719464
326384700,724402
512021415,724402
601845692,724402
710715105,724402
720730949,724402
858873316,724402
89419930,731310
366805886,731310
787407172,731310
292120570,732069
355729203,732069
546462650,732069
287764925,733306
536593034,733306
577361653,733306
781033574,733306
286012531,733400
510241862,733400
534991834,733400
550458721,733400
855942275,733400
335610,733871
324960302,746094
496819390,746094
595486177,746094
327544590,746455
576506247,746455
583751447,746455
360175552,761347
584576023,761347
759149693,761347
83148044,762381
89001192,762381
563432537,762381
750510072,762381
285464261,762441
414510619,762441
489868812,762441
750047653,762441
217726831,764443
594912043,764443
227324961,774665
503245320,774665
526138715,774665
745122002,774665
91737618,775099
490245675,775099
532701583,775099
563372427,775099
367557574,787553
522492475,787553
597506138,787553
711269881,787553
502355762,789968
710861653,789968
748082723,789968
413135321,803165
535540098,803165
1258084,803986
86649377,803986
209265017,803986
501597902,803986
511719512,803986
584665012,803986
720127385,803986
356956223,817209
366917423,817209
596744366,817209
505606704,827912
510955122,827912
522172385,827912
532787398,827912
83097204,829782
488151942,829782
521305044,829782
545332755,829782
713011975,829782
790431595,829782
508837843,843345
583355001,843345
731788343,843345
105965849,843390
796059144,843390
1665596,844835
223975386,844835
366626412,844835
579397682,844835
718935002,844835
724942841,844835
545534758,850872
583545258,850872
708985236,850872
225043902,858814
464536665,858814
523853612,858814
758422092,858814
366117079,859722
518975333,859722
545860822,859722
585576572,859722
523645255,860005
711845251,860005
754661048,860005
794410206,860005
860567215,860005
223609360,860751
547467576,860751
765698536,860751
97839820,860948
531953157,860948
546652094,860948
780008546,860948
860751,868758
366599834,868758
526915203,868758
594266590,868758
217093324,888785
217743535,888785
492333139,888785
717692339,888785
818761950,888785
218007584,889265
499906107,889265
517920186,889265
527526658,889265
530352415,889265
292495396,892924
325847482,892924
709625452,892924
717334133,892924
547566321,893552
594377779,893552
795064943,893552
97764032,898443
736390470,898443
590620628,901528
786973906,901528
325565055,927209
366047612,927209
545674745,927209
722667492,927209
514390625,931608
724363473,931608
586831829,945262
511188332,945619
585750237,945619
596965921,945619
328363064,948548
496479516,948548
547013061,948548
586495446,948548
706854865,948548
739529157,948548
208854864,958757
226147991,958757
415849190,958757
594126598,958757
209247641,975009
526028367,975009
588231063,975009
224680548,975160
515244995,975160
602360663,975160
710483284,975160
90429063,975222
218804559,975222
219315165,975222
592310619,975222
494854724,976390
524258940,976390
529416848,976390
587183854,976390
588092355,976390
601080830,976390
709530346,976390
711890971,976390
501586376,978215
517019875,978215
530042653,978215
498391533,978752
511741220,978752
583537536,978752
95768443,980853
366216923,980853
509462325,980853
528881292,980853
707636400,980853
816480254,980853
709770297,985405
893552,992931
464627981,992931
506851945,992931
513360731,992931
521866105,992931
544856674,992931
547935920,992931
579209978,992931
464501441,1009796
527100308,1009796
590896752,1009796
586493684,1010442
591836939,1010442
585331792,1022451
287097981,1025555
578873739,1025555
706571032,1025555
718753475,1025555
732239239,1025555
831730203,1025555
854587668,1025555
600560531,1040414
506784992,1041414
546138985,1041414
716627181,1041414
793648128,1041414
366539547,1042257
285807907,1044105
367154103,1044105
498882815,1044105
502912198,1044105
514338776,1050160
715133339,1050160
746573997,1050160
285823381,1057258
504628832,1057258
515743277,1057258
495664237,1058306
516874019,1058306
534165790,1058306
583346272,1058306
95883158,1059295
365544953,1059295
523034170,1059295
602459806,1059295
307266,1059662
492950018,1059662
512566590,1059662
525561379,1059662
539268264,1059662
219068212,1070457
584916556,1070457
774245597,1070457
583984187,1075000
587418088,1075000
711445432,1075000
732748155,1075000
211069811,1075068
499982386,1075068
505277969,1075068
510745117,1075068
711707496,1075068
583865548,1085717
211503244,1085911
413795504,1085911
518825630,1085911
532522790,1085911
84256741,1090783
217629145,1090783
530820682,1090783
595061342,1090783
707310156,1090783
748669409,1090783
511570736,1106808
533966700,1106808
723942087,1106808
209348119,1110271
213184275,1110271
357581618,1110271
509782726,1110271
563379677,1110271
604027069,1110271
774246430,1110271
