id,following
488098764,1126238
498707017,1143973
510389783,1143973
583815509,1143973
585243445,1143973
596526519,1143973
225910229,1145754
367521958,1145754
510067361,1145754
591121254,1145754
710710146,1145754
722564530,1145754
820446922,1145754
285977604,1156801
527289738,1156801
534562875,1156801
585903343,1156801
218828757,1161605
523561327,1161605
738014387,1161605
780185849,1161605
357958394,1172667
489719701,1172667
738984890,1172667
540366050,1174148
587518640,1174148
596117079,1174148
89983184,1175871
90404412,1175871
528687399,1175871
738347991,1175871
498602527,1180271
591096515,1180271
546008588,1189888
766291696,1189888
549086005,1196255
576619614,1196255
799284274,1196255
366860813,1198769
543114064,1198769
595200969,1198769
858814,1198987
90639072,1198987
363408091,1198987
507757549,1198987
534252359,1199742
544599119,1200152
96321626,1216214
218508401,1216214
543563312,1216214
790179839,1216214
498494027,1218386
505296238,1218386
506834856,1218386
88616822,1218655
540633859,1218655
523274926,1219217
591438812,1219217
794078418,1219217
89460655,1220031
226176294,1220031
412516852,1220031
498510914,1220031
506051688,1220031
587726272,1220031
522382427,1224978
860827989,1224978
284862199,1228216
548702415,1228216
708221915,1228216
211992989,1257248
366796004,1257248
414507638,1257248
547036192,1257248
593306053,1257248
709048618,1257248
709691457,1257248
711665437,1257248
500668319,1257896
580431822,1257896
590206287,1257896
591471279,1257896
506483319,1258084
506818402,1258084
716882400,1258084
83432110,1278343
548143427,1278343
597836229,1278343
710051147,1278343
734354008,1278343
284962275,1280058
588481026,1280058
598793343,1280058
856966152,1280058
595315646,1280655
603413221,1280655
820276639,1280655
548125879,1280816
591570984,1280816
600189625,1280816
604056300,1280816
597231966,1292350
717701185,1292350
786469914,1292350
89671270,1296453
720159082,1296453
591051133,1318804
723496353,1318804
535034435,1319718
210704632,1320461
212026543,1320461
302927207,1320461
583382696,1320461
732767168,1320461
835284429,1320461
218785311,1332611
512519207,1332611
546465326,1332611
768205742,1332611
510199412,1343491
521900214,1343491
534700651,1343491
707375065,1343491
510927873,1351664
719785405,1351664
96438858,1364691
219468200,1364691
358740856,1364691
587638982,1364691
854212509,1364691
85713190,1365885
284008507,1365885
502630725,1365885
581276908,1381931
595941783,1381931
96091827,1385685
818733350,1385685
858257456,1385685
366117079,1385717
512142682,1385717
578514479,1385717
587004966,1385717
594465593,1385717
524061675,1389169
502234183,1412178
533094843,1412178
539353257,1412178
593763968,1412178
597085292,1412178
521085039,1412678
722321891,1412678
820951020,1412678
226279010,1423069
355954335,1423069
517038197,1423069
707553325,1423069
224089180,1431652
225181018,1431652
365927516,1431652
580515952,1431652
589687229,1431652
217603843,1432346
359676011,1432346
502161258,1432346
541939589,1432346
599056055,1432346
602937300,1432346
85952838,1432386
496073990,1432386
506466078,1432386
584684355,1432386
498085730,1432924
585031340,1432924
858195799,1433634
285774616,1434346
507756865,1434346
526269575,1434346
533381563,1459863
548675599,1459863
585748116,1459863
769008725,1459863
506186789,1475367
720458977,1475367
535008869,1478667
589316285,1478667
596408103,1478667
88930254,1481751
284903591,1481751
414508969,1481751
515045956,1481751
366055865,1499159
514639110,1499159
367423860,1504270
600562933,1504270
784487119,1504270
625061,1504306
218092509,1504306
363541469,1504306
531369384,1504306
595384889,1504306
96091742,1506193
365855099,1506193
500216887,1506193
521104180,1506193
582322410,1506193
596390732,1506193
718737340,1506193
86265952,1533723
488864979,1533723
510512617,1554347
596988016,1554347
90868121,1558749
507021663,1558749
521276894,1558749
524522552,1558749
571940831,1558749
218227415,1580689
502512351,1580689
80716267,1584686
464971056,1584686
494853207,1584686
859913564,1584686
285845533,1610931
785559240,1610931
415789532,1632275
515044742,1632275
588575625,1632275
589273889,1632275
737070721,1632275
531878101,1637166
582141018,1637166
586599973,1637166
795343016,1637166
88780442,1637633
766285500,1637633
209224142,1637764
495782116,1637764
582064390,1637764
412609720,1638439
707028956,1638439
527996562,1653655
709287983,1653655
512340230,1654370
526270268,1654370
581093367,1654370
91962957,1657927
501303625,1657927
585613016,1657927
724726051,1657927
586831829,1663692
779823340,1663692
510071148,1663826
512432967,1663826
761413643,1664206
778251768,1664206
355343829,1665596
548448809,1665596
720806594,1665596
780513360,1665596
817785168,1665596
284781921,1666255
504539620,1666255
509141792,1666255
512045094,1666255
522382427,1666255
707163180,1666255
498566897,1692504
789799570,1692504
791960642,1692504
356369475,1694818
366625914,1694818
219315169,1712598
584894950,1712598
85929273,1719862
500404133,1719862
1216214,1720408
287030102,1720408
523355707,1720408
548142599,1720408
580473363,1720408
586027926,1720408
706956832,1720408
80539513,1720778
582719228,1720778
762401340,1720778
770521565,1720778
818095851,1720778
492747650,1721248
522310629,1721248
706896696,1721248
707708097,1721248
724608075,1721248
492485476,1721315
499944018,1721315
504874284,1721315
587839041,1721315
593550471,1721315
602144127,1721315
708514290,1721315
750433414,1721315
760171285,1721315
576406319,1721680
503509472,1722333
592205148,1722333
766495345,1722333
1106808,1745530
287765031,1765906
414982738,1765906
415493444,1765906
493326214,1765906
507264231,1766293
500526397,1770420
286951822,1778097
291999308,1778097
367945190,1795339
497848830,1795339
601325945,1805181
783967053,1805181
498804583,1805493
518831345,1805493
707760210,1805493
500217789,1805688
1481751,1806690
505676019,1806690
712716217,1806690
355412525,1806861
501054583,1806861
578988311,1806861
583936544,1806861
767442045,1806861
1332611,1823028
721443240,1823028
722302620,1823028
783104085,1823028
818019374,1823028
367812815,1828894
493435883,1828894
796338446,1828894
532477755,1834389
590875909,1834389
501603188,1834731
725493816,1834731
819192526,1834731
488634604,1862629
498581119,1862629
530137011,1862629
546750833,1862629
583414544,1862629
725377796,1862629
717633747,1863359
771971862,1863359
517450653,1865643
760406808,1865643
366083182,1881058
367314573,1881058
505845576,1881058
777865363,1881058
208412015,1892099
226827077,1892099
465286108,1892099
548403236,1892099
365706745,1894058
715952133,1894058
365972767,1913766
723193172,1913766
761995073,1913766
525176904,1918224
535923231,1918224
581435396,1918224
597102957,1918224
708970268,1918224
814921233,1918224
226100761,1919198
538487792,1919198
355970791,1919478
521001029,1919478
790220066,1919478
501516665,1920893
591185806,1920893
709539862,1920893
550458721,1946942
584568537,1946942
596189167,1946942
287568801,1948864
521607291,1948864
543373186,1948864
526778159,1949014
602144127,1949014
521303224,1974934
778702077,1974934
217145900,1974958
223349784,1974958
509460028,1974958
285346544,1975298
209878881,1976008
356715887,1976008
498015621,1976008
522266025,1976008
597817871,1976008
707284028,1976008
510054701,2003633
526184631,2003633
588485836,2003633
818319031,2003633
227219942,2004809
366355457,2004809
414576322,2004809
493950231,2004809
500391688,2004809
509651942,2005297
511162997,2005297
525409362,2005297
533032294,2006911
709772858,2006911
791833550,2006911
87921067,2033375
412544501,2033375
488330727,2033375
488469181,2033375
494760205,2055961
496565455,2055961
509149915,2055961
517328783,2055961
718341811,2055961
360228917,2061772
502953911,2061772
585204842,2061772
586653265,2061772
722903302,2061772
496790865,2062397
292335516,2079110
365544566,2079110
291348120,2091522
499702669,2091522
517990101,2091522
708245776,2091522
585625299,2117822
595811175,2117822
541777240,2120217
773692604,2120217
828497211,2120217
589306889,2146863
594514984,2146863
721362034,2146863
208413858,2171304
493634203,2171304
283402493,2173048
490322921,2173048
507223041,2173048
524522552,2173048
535283068,2173048
585526152,2173048
595880598,2173048
499355,2174519
291352102,2174519
89025952,2190198
780195780,2190198
285928135,2203198
509615164,2203198
510956371,2203198
533354426,2203198
707138230,2203198
766468203,2203198
546736415,2260167
598813914,2260167
710178603,2260167
719096313,2260167
210945402,2287098
220234583,2287098
525667710,2287098
582155641,2287098
786346805,2287098
365836254,2288560
413229775,2288560
587588929,2288560
595889903,2288560
708433334,2288560
772803942,2288560
284178112,2288624
355789030,2288624
366708141,2288624
368104504,2288624
500986086,2288624
735422843,2288624
356300063,2290149
549903533,2290149
588536685,2290149
723858356,2290149
603757283,2314615
367000746,2317930
506849423,2317930
546510649,2317930
86206641,2340322
355309378,2340322
513364219,2342847
518688098,2342847
505626933,2344021
527763304,2344891
708818182,2344891
768932773,2344891
783869322,2344891
733871,2371322
325151555,2371322
503673674,2371322
509766530,2371322
526995193,2371322
593778689,2371322
585651902,2372350
707708339,2372350
763033305,2372350
493384506,2372593
512735705,2372593
723839404,2372593
224170799,2373663
504044823,2373663
595914815,2373663
786769080,2373663
209376635,2375157
218061328,2375157
521875657,2375157
548589583,2375157
515534706,2375264
544118365,2375264
545896870,2375264
587683215,2375264
723528053,2375264
752828060,2375264
508358642,2394430
521545752,2394430
717633747,2394430
357933612,2400403
593856495,2400403
596683289,2400403
719489479,2400403
785790736,2401905
528995497,2402556
585469898,2402556
359912286,2422067
512579040,2422067
796059144,2422067
367450415,80466183
502927990,80466183
504352705,80466183
585247385,80466183
797645672,80466183
585738975,80471459
594112512,80471459
359964613,80471920
498506693,80471920
533895118,80471920
576238273,80472624
222948853,80472819
291348120,80472819
524546446,80472819
585586240,80472819
602762824,80472819
326929952,80476340
512215352,80476340
590396665,80476340
596011387,80476340
764676553,80476340
721210590,80505346
590666307,80505532
583735487,80505690
711075970,80505690
795927620,80505690
209727013,80506072
513673076,80506072
513738965,80506072
546884390,80506072
599929706,80506072
795073668,80506072
509142805,80506693
597733023,80506693
602678142,80506693
766830522,80508098
85805728,80508200
303084755,80508200
465262572,80508200
508945630,80508200
526048831,80508200
544931502,80508200
595663365,80508200
720770057,80508200
366796398,80536445
412534919,80536445
501920496,80536445
539661104,80536445
547482972,80536445
593623002,80536445
594135140,80536445
770521565,80536445
211642717,80538967
414200182,80538967
516122526,80538967
737364165,80538967
753150322,80538967
792472504,80538967
105461360,80539513
509044451,80539513
522589481,80539513
597570464,80539513
716420515,80539513
356390030,80686476
367557722,80686476
509114264,80686476
524421833,80688419
584471237,80688419
594934926,80688419
601274363,80688419
358677097,80688835
502473995,80688835
770544049,80688835
546599262,80716267
594773286,80716267
594878407,80716267
355929148,80716631
533728379,80716631
539051515,80716631
584471237,80716631
600896649,80716631
356771122,80716678
357328975,80716678
590044316,80716678
597130386,80716678
740879806,80716678
211263065,80717342
324726320,80717342
465043958,80717342
503243727,80717342
525751027,80717342
709948314,80717342
283261437,80718274
326017054,80718274
492838506,80718274
515603853,80718274
587681800,80718274
713465170,80718274
286925963,80719414
532447048,80719414
585243445,80719414
591864514,80719414
603434563,80719414
217280761,80745109
464685820,80745109
589229079,80745109
708187599,80745109
732980253,80745109
502417695,80745620
542724072,80745620
549273445,80745620
586060134,80745620
593677483,80745620
596144320,80745620
208190611,80746817
594832007,80746817
502225280,80771774
578895187,80771774
600803551,80771774
718692122,80771774
228407334,80793667
287126860,80801951
735672752,80801951
356277667,80802809
589681856,80802809
773578522,80802809
85461913,80803211
509185713,80803211
528278532,80803211
592178280,80803211
594578748,80803211
412788354,80804589
517590160,80804589
590042950,80804589
602144127,80804589
603474588,80804589
498581119,80804665
588673930,80804665
596548826,80804665
399128,80824983
96440130,80824983
504644692,80824983
588324799,80829409
760960776,80829409
779635056,80829409
96409327,80831394
209462696,80831394
415037213,80831394
500654372,80831394
586673566,80831394
720549615,80831394
503234089,80834629
590589207,80834629
712192578,80834629
779224425,80834629
754942747,80855754
799163712,80855754
82899672,80860389
592091812,80860389
493912761,80860559
532898411,80860559
533401262,80860559
707108866,80861340
790680622,80861340
285524392,80861670
357411602,80861670
500769382,80861670
594578474,80861670
748605416,80861670
359291282,80861931
592854935,80861931
209680787,80863808
412516852,80891083
495882751,80891083
534384956,80891083
89921398,80891690
359919359,80891690
494573355,80891690
503375604,80891690
367164088,80892071
594889068,80892071
221084271,80892401
364827614,80892401
600504395,80892401
710156183,80892401
97204713,80916499
302905777,80916499
363426538,80916499
415535912,80916499
580594704,80916499
303395165,80917168
546489603,80917168
582380803,80917168
719796728,80917168
578362985,80942987
592856454,80942987
503735698,80943064
522310629,80943064
500425015,80943622
500937793,80943622
756155352,80943622
815833817,80943622
367052404,80971116
598654599,80971116
859274895,80971116
489534794,80971320
596020342,80971320
90108497,80971810
366907316,80971810
508781229,80971810
602298935,80971810
733453104,80971810
464959157,80972000
505845576,80972000
506488351,80972000
366677978,80973684
366849886,80973684
412574079,80973684
414574318,80973684
585937429,80973684
600408869,80973684
828086739,80973684
470827,80991087
105594662,80991087
366166460,80991087
510389783,80991087
701647780,80991087
706709755,80991087
593221762,80999752
798493703,80999752
356136276,81001023
744068253,81001023
521609337,81024827
598419359,81024827
357293984,81025870
596258111,81025870
719208423,81025870
861185671,81025870
105403933,81027131
217968103,81027131
226044817,81027131
511362970,81027131
414203076,81028195
515595582,81028195
600934715,81028195
710995989,81028195
357283609,81075580
541987431,81075580
588269989,81075580
820072223,81075580
510189424,81076385
583708224,81076385
512646768,81077498
582230878,81077498
89085267,81101659
511070364,81101659
518880291,81102923
712209049,81102923
356658050,81103419
515061219,81103419
782209907,81103419
814921233,81103419
741546537,82871468
529392507,82872782
209186255,82873074
735567420,82873074
90641827,82873397
1278343,82874141
225843497,82874141
359698689,82874141
778119624,82874141
209378412,82889846
287471898,82889846
528402116,82889846
548599089,82889846
785614459,82889846
506791993,82898087
523378861,82898087
291962537,82898873
587643005,82898873
725493418,82898873
209551011,82899672
593568848,82899672
223022383,82899959
227022014,82899959
88332989,82914872
89065565,82914872
227096521,82914872
496819390,82914872
588923220,82914872
750825345,82914872
762927471,82914872
365002516,82920823
500001919,82920823
357450257,82923320
590622429,82923320
738033715,82923320
500316217,82945219
506243803,82945219
533163149,82945219
604417669,82945219
209343225,82949611
514148599,82949611
547401197,82949611
590653584,82949611
591490229,82949611
105403933,82950131
287652932,82950131
360092478,82950131
720677613,82950131
709692480,82976552
716719469,82976552
210655398,82977927
490246791,82977927
496862196,82977927
780397447,82977927
796890951,82977927
210321238,82978308
356635442,82978308
502907244,82978308
533757200,82978308
546210452,82978308
580348702,82978308
587124992,82978308
796758695,82978308
105557146,83004308
511963517,83004308
360234248,83007332
366907316,83008249
492390820,83008249
501398807,83008249
582442311,83008249
778820172,83008249
355875681,83009575
358399844,83009575
367527914,83009575
499515039,83009575
514719791,83009575
601274654,83009575
354611549,83036548
546463887,83036548
730394893,83036548
509494514,83036970
530884364,83036970
768008957,83036970
818959928,83037625
412990407,83040074
489152964,83040074
503206278,83040074
509212933,83040074
571992932,83040074
715208926,83040074
719921443,83040074
765280403,83055787
366452791,83064347
598077039,83064347
783112449,83065902
354514152,83067615
366216572,83067615
766819537,83067615
798837077,83067615
98030980,83068779
713036484,83068779
219172805,83069024
413000591,83069024
547084679,83069024
594517413,83069024
510957508,83069168
545935547,83069168
765671210,83069168
511740988,83069199
790265628,83069199
518216117,83069659
550456123,83069659
774372562,83069659
226411981,83097204
283692760,83097204
356942363,83097204
496207018,83097204
500971215,83097204
517890014,83097204
715394930,83097204
545750436,83128557
777157556,83128557
785985324,83128557
576280946,83129705
592036705,83129705
722209609,83129705
748351028,83129705
225112120,83144473
580639810,83144473
594732426,83144473
598247054,83144473
599932563,83144473
721898033,83144473
1143973,83148044
498493572,83148044
593271456,83148044
603962483,83148044
720839393,83148044
722038122,83148044
751134970,83148044
799384167,83148044
488080678,83155261
521865533,83155261
746962562,83155261
794964547,83155261
833477255,83155261
210168261,83155777
514499310,83155777
794996044,83155777
582624218,83156037
591050255,83156037
756155352,83156037
366147274,83157372
501795147,83157372
515363016,83157372
582269203,83157372
600898332,83157372
604301464,83157372
724050162,83157372
815565358,83157372
85926788,83157611
498673782,83157611
550944917,83157611
583148823,83157611
286010089,83177812
326261148,83177812
508705092,83177812
599164591,83177812
219685702,83179298
528277291,83179298
744350273,83179298
324910394,83181793
285616399,83182263
368234842,83182263
412404406,83182263
789878279,83182263
90301165,83183872
357143629,83183872
603512938,83183872
97658702,83211185
504635692,83211185
734934413,83211185
366832626,83213683
514060948,83213683
531721855,83213683
723325203,83238537
489421816,83244657
528882312,83244657
776575996,83244657
208616949,83245508
797799403,83245508
287731569,83260579
413562819,83260579
593356399,83273307
594363488,83273307
89590791,83298163
532635145,83298163
772575801,83298163
359312096,83304567
367073271,83304567
518095592,83304567
596032625,83304567
706999178,83304567
464871598,83304627
510458023,83304627
512668995,83304627
706694772,83304627
219218803,83306014
507248171,83306014
596758501,83306014
762930699,83306014
782899218,83306014
325105083,83306445
499103065,83306445
518975902,83306445
576868567,83306445
583111593,83306445
358192509,83307339
517546206,83307339
543007839,83307339
590811944,83307339
603037281,83307339
603366472,83307339
498689045,83335152
585392451,83335152
96733082,83339376
412366791,83339376
522005897,83339376
586422344,83339376
790666518,83339376
90193766,83368154
512554789,83368154
506708342,83368202
508747181,83368202
592395628,83368202
594256900,83368202
594835627,83368202
587680029,83368561
707880204,83368561
105975058,83368806
590653079,83368806
601568615,83368806
2394430,83369874
533443716,83369874
537946521,83369874
604609793,83369874
507926000,83370023
714516715,83370023
522044092,83370076
710582550,83370076
226410182,83370486
521221713,83370486
548062765,83370486
598761995,83370486
599733810,83370486
489013288,83370988
595918877,83370988
500556593,83392972
708565115,83392972
791732412,83392972
95886324,83398886
510462651,83398886
88249603,83400281
209321549,83400281
504303007,83400281
521984089,83400281
533297273,83400281
464655571,83400728
580129998,83400728
588398857,83400728
595701508,83400728
711367765,83400728
538835,83431710
580741649,83431710
525730672,83432110
527636211,83432110
589900064,83432110
594936974,83432110
80746817,83460577
323847622,83460577
88361,83461451
504016028,83461451
508923428,83461451
225699092,83462270
501020778,83462270
535909071,83462270
550700981,83462270
787147438,83462270
586569689,83463084
707648829,83463084
226585051,83491065
593453417,83491065
785175820,83491065
857154594,83491065
287345529,83492868
358015180,83492868
600188380,83492868
596087754,83521551
718838144,83521551
723513007,83521551
749031571,83521551
538844055,83521626
586598630,83521822
587604051,83521822
